StudentID,Age,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,Activity
1028,16,2.252184587,8,0,1,0,0,1,0,2.1452047205,_|clarinnete
1029,18,18.6797483703,10,0,1,1,0,0,0,2.854803929,_|theater
1030,18,3.6715925471,20,0,1,1,0,0,0,1.5194417258,_|sculpture
1031,15,5.055317199,12,1,0,0,1,0,0,1.7271203095,_|football
1032,15,8.1327305377,17,0,1,0,0,0,1,1.8475354711,_|cello
1033,18,7.6632893712,25,0,0,0,1,0,0,0.3846169729,_|athletic
1034,16,15.893257848,21,0,0,1,1,0,0,0.9494060978,_|handball|drawing
1035,16,9.126336411,27,1,0,1,1,0,0,1.1409594184,_|marathon|sculpture
1036,15,3.4153652001,23,0,0,0,0,0,0,0.2614722601,_
1037,18,5.3441979097,26,1,0,0,0,0,0,0.2182848568,_
1038,15,10.1822677038,21,1,0,0,1,0,0,1.067763551,_|rugby
1039,15,2.9490783485,3,1,0,1,1,0,0,3.0189058584,_|hockey|painting
1040,17,12.2331135129,21,1,1,1,1,0,0,1.5268678318,_|basketball|writing
1041,17,11.314946131,23,1,0,0,0,0,0,1.0582873997,_
1042,17,14.2940463276,7,0,0,0,0,0,0,2.6251280977,_
1043,16,18.7540923076,12,1,1,0,0,0,0,2.808754822,_
1044,18,18.245091222,9,0,0,0,1,0,0,2.8888916693,_|tennis
1045,18,18.9215123614,1,1,1,1,1,0,0,4.0,_|criket|drawing
1046,18,4.8943119405,7,0,1,0,0,1,0,2.5153002723,_|trumpet
1047,18,2.6313061328,5,0,0,1,0,0,0,2.56376543,_|drawing
1048,17,6.0455340099,15,0,0,0,0,0,0,1.7036118032,_
1049,16,17.9017034553,17,0,1,0,0,1,0,2.0998851567,_|clarinnete
1050,16,19.4410694925,16,0,1,1,0,0,0,2.4610469629,_|sculpture
1051,17,17.1864990214,5,0,1,0,0,0,0,2.9354771917,_
1052,16,2.2003544226,12,1,0,1,0,1,0,1.9863780592,_|writing|violin
1053,17,18.9485599612,22,0,1,0,0,1,0,1.5715441914,_|guitar
1054,18,8.467160547,13,0,0,0,1,0,0,1.6643106897000002,_|handball
1055,17,0.1862058152,29,1,0,1,1,0,0,0.7562591666,_|tennis|theater
1056,18,8.847874815,25,0,0,0,1,0,0,0.8027695392,_|handball
1057,18,0.9213833935,20,0,0,0,1,1,0,1.342387178,_|rugby|tuba
1058,15,10.8775584232,29,0,1,1,0,0,0,0.2865712883,_|writing
1059,17,6.7710805487,9,1,1,0,1,0,0,2.6138386937,_|basketball
1060,15,9.4686986719,23,0,1,0,1,0,0,0.9290125546,_|fencing
1061,17,12.2634072149,10,0,0,1,0,1,0,1.8927586959,_|sculpture|singing
1062,17,17.3760219164,12,0,0,0,0,1,0,2.3312615493,_|trombone
1063,15,13.2380315294,11,0,1,0,1,0,0,2.2342384726,_|swimming
1064,15,8.6809773696,8,0,0,0,1,0,0,2.3858282191,_|handball
1065,17,16.3885570734,3,1,1,0,0,0,0,3.3473567435,_
1066,16,18.1116427515,6,1,1,1,0,0,0,3.2618553073,_|sculpture
1067,18,2.3951993286,23,0,1,0,1,0,0,1.0396238791,_|tennis
1068,15,10.6386595511,28,0,0,0,1,0,0,0.0278186247,_|softball
1069,18,5.6902391948,21,1,1,0,0,1,0,1.3299645379,_|drum
1070,16,0.9412239575,1,0,1,0,0,1,0,3.2839165219,_|singing
1071,16,13.3709339023,6,0,0,1,0,0,0,2.9374541823,_|drawing
1072,16,17.2554155492,28,0,1,0,0,1,1,0.7388682028,_|guitar|clarinet
1073,15,3.2580530895,8,0,0,1,1,0,0,2.5568016628,_|criket|sculpture
1074,16,16.2482731525,4,1,0,0,0,0,0,3.300928569,_
1075,15,17.0679146707,14,0,1,1,0,1,0,2.2006829466,_|dancing|violin
1076,16,18.2868088533,17,0,1,0,1,0,0,1.8558655732,_|softball
1077,18,5.3057017817,3,0,1,0,0,0,0,2.7344014944,_
1078,18,18.0790613038,18,1,0,1,1,0,0,2.1317372972,_|football|writing
1079,17,6.4132550947,19,0,0,0,0,0,0,0.9797699108,_
1080,18,11.0467602691,25,0,1,0,1,0,0,0.9943250236,_|swimming
1081,17,1.0101494166,6,0,0,0,1,0,0,2.0746999768,_|marathon
1082,18,0.8776217674000001,25,0,0,0,0,0,0,0.5005080358,_
1083,15,14.4074642546,7,0,0,1,1,0,0,2.5324384176,_|athletic|writing
1084,18,8.8895995596,16,0,0,0,1,0,0,1.4633780358,_|boxing
1085,17,5.1258475074,12,0,1,1,1,0,0,2.3428367732,_|swimming|painting
1086,17,3.8082699205,23,0,1,0,0,0,0,1.1588463345,_
1087,16,13.3990698172,20,1,0,1,0,1,1,1.5237487447,_|painting|tuba|cello
1088,15,0.0080308805,27,0,0,0,0,1,0,0.0,_|harp
1089,18,16.1178233839,22,0,0,1,0,1,0,1.0586220144,_|writing|cello
1090,16,1.5849921226,10,0,0,0,0,1,1,2.2297401842,_|clarinet|bass
1091,18,3.8297922982,26,0,0,0,0,0,1,0.1947432807,_|clarinet
1092,18,7.724727906,0,0,0,1,1,0,0,3.5069200714,_|hockey|sculpture
1093,16,9.6971747943,1,1,1,0,0,0,0,3.5522869434,_
1094,16,7.0999023163,16,1,1,0,1,0,0,2.2384913543,_|football
1095,16,6.4142432997,4,0,0,1,1,0,0,2.7084723439,_|marathon|painting
1096,16,19.2783202415,29,0,1,0,0,0,1,0.7329082339,_|tuba
1097,16,12.8315936249,29,0,1,0,0,1,0,0.9654824453,_|trumpet
1098,18,0.4686591073,5,0,0,0,1,0,0,2.5552328599000003,_|basketball
1099,16,8.603518168899999,25,0,0,1,0,1,1,0.7443222999,_|dancing|clarinnete|singing
1100,15,17.5001739949,24,0,0,0,0,0,0,0.7220565814000001,_
1101,17,6.0291237282,23,1,0,1,1,0,1,1.2712295298,_|softball|theater|synthesizer
1102,16,1.8911268955,6,0,1,1,0,1,1,2.5261421414000003,_|dancing|synthesizer|drum
1103,16,15.1676954318,27,0,1,1,1,0,0,0.9424153954,_|rugby|sculpture
1104,18,12.1202766387,20,1,0,0,1,0,0,1.5156390984,_|handball
1105,16,11.4062501565,29,0,1,1,0,0,0,0.6482739267000001,_|drawing
1106,16,1.0715311921,14,0,1,0,1,1,1,2.0488500821,_|boxing|harp|cello
1107,16,2.8099801959,18,0,0,1,0,0,1,0.8422959993,_|writing|clarinet
1108,18,12.4509879243,15,0,0,0,1,0,0,1.4641879237,_|rugby
1109,16,4.1564768292,24,1,1,1,1,0,0,1.4879468652,_|hockey|drawing
1110,17,10.081401595,12,1,1,0,0,0,0,2.5875657964,_
1111,18,10.8976337206,4,1,1,0,0,0,0,3.2208069782,_
1112,17,5.6701438054,2,1,1,0,0,1,0,3.5451594318,_|cello
1113,18,18.9685031108,2,0,0,0,0,0,0,3.0895989531,_
1114,16,16.8492821367,18,1,0,0,1,1,0,1.9199564399,_|basketball|clarinet
1115,17,14.4474701527,13,1,0,0,0,0,0,2.1985931846,_
1116,18,1.5598773282,15,0,0,0,0,0,1,0.8782126168000001,_|guitar
1117,15,2.1226003862,21,0,1,1,0,1,0,1.3403686475,_|drawing|harp
1118,16,9.8556269173,16,0,1,0,0,0,0,1.8195113357,_
1119,18,3.2142669838,26,0,1,0,1,0,0,0.6193509315,_|athletic
1120,15,19.5653092706,3,0,0,1,0,1,1,3.6194608697,_|drawing|saxophone|harp
1121,18,3.1704046805,12,1,0,1,1,0,0,2.1749027962,_|softball|dancing
1122,15,9.7493567093,7,1,0,0,1,1,0,2.9744060149,_|basketball|bass
1123,16,7.2824211368,18,0,0,0,0,0,0,0.9807358437,_
1124,17,12.7877284291,4,0,1,0,0,0,0,3.101673809,_
1125,15,2.5807281778,1,1,0,1,0,1,0,3.4982573418,_|dancing|trumpet
1126,18,8.6063285608,14,0,1,1,0,0,0,2.5905534451000003,_|painting
1127,16,5.4941006561,1,0,1,1,0,0,0,3.5350037582,_|writing
1128,15,17.7550304934,10,1,0,0,1,0,0,2.8199217453000003,_|boxing
1129,18,0.8117142427,12,1,0,1,1,0,0,2.0165967745,_|football|writing
1130,18,18.2745498801,22,1,1,0,0,0,0,1.3711850389,_
1131,18,16.6598827711,9,0,0,0,0,0,0,2.104795588,_
1132,15,5.9514143288,2,0,1,0,0,0,0,3.0304390887,_
1133,15,15.7858130935,4,1,0,0,1,0,0,3.5824218723,_|marathon
1134,15,0.6242712068,2,0,0,1,0,0,0,2.426546706,_|dancing
1135,17,19.3373110059,5,1,0,1,0,0,0,3.1614362703,_|dancing
1136,15,10.5318988518,12,0,0,1,0,0,0,2.1226385296,_|writing
1137,15,6.0656205213,9,0,1,0,1,0,0,2.204860581,_|boxing
1138,15,7.2516642519,18,0,0,1,0,1,1,1.1829875005,_|theater|harp|clarinnete
1139,17,1.3281070692,7,0,1,1,0,0,0,2.7387957163000003,_|painting
1140,15,19.7869902808,17,1,1,0,0,0,0,2.237901301,_
1141,18,0.785838903,2,0,1,1,0,0,0,3.1394815464,_|sculpture
1142,15,13.098142463,23,1,0,1,1,0,0,1.0460447711,_|boxing|dancing
1143,18,8.8547185541,23,1,1,0,0,0,0,0.8164582452,_
1144,18,18.9783243638,16,0,0,1,0,1,0,2.0335446205,_|painting|cello
1145,18,4.9199948061,7,1,0,1,1,0,0,2.4320785228,_|fencing|painting
1146,17,10.6417364788,9,0,1,1,0,0,0,2.6597713195,_|theater
1147,17,9.6471241717,1,1,0,1,0,0,1,3.5888879398,_|theater|bass
1148,17,14.057328881,11,0,1,0,1,0,0,2.3145876278,_|softball
1149,15,1.360204639,22,0,0,1,1,0,1,1.0072258202,_|fencing|drawing|drum
1150,18,3.8757826005,5,0,1,1,0,0,0,2.8816123215,_|drawing
1151,17,4.2912964019,1,0,0,0,1,1,0,2.8045049289,_|rugby|saxophone
1152,17,14.7630150968,20,1,1,0,1,0,0,1.7629211241,_|handball
1153,15,3.7827739265,22,0,1,1,0,0,1,1.119911263,_|dancing|trumpet
1154,17,11.4698352778,23,0,0,0,0,0,0,1.0306575057,_
1155,15,4.30487641,2,0,0,1,0,0,0,3.0756193537,_|painting
1156,16,17.2324990017,16,1,1,1,1,0,0,2.6314340651,_|criket|theater
1157,17,18.8437090898,28,0,0,0,1,1,1,0.5030669073,_|hockey|clarinet|cello
1158,16,10.3698594988,6,0,0,0,0,0,0,2.7842378371,_
1159,15,7.0461776842,28,0,0,0,0,0,0,0.2476267651,_
1160,18,4.6811555003,20,0,1,0,0,0,1,1.1895487696,_|drum
1161,17,0.9956200305,4,1,1,1,0,0,1,3.3759940088,_|dancing|violin
1162,15,5.3700015239,22,1,1,0,0,0,0,1.2935735564,_
1163,18,13.0847155989,0,1,1,0,0,1,1,3.7185869043,_|synthesizer|harp
1164,18,10.6723386262,7,0,1,1,0,0,0,2.6705596148,_|dancing
1165,16,18.8808255656,11,1,0,1,0,0,0,2.3696480134,_|theater
1166,15,7.9255452498,13,0,0,0,1,0,0,1.6244868202,_|hockey
1167,18,13.8772668466,15,1,0,1,1,0,0,2.5374768278,_|boxing|theater
1168,17,9.7864549495,9,0,1,0,1,0,0,2.2984179285,_|rugby
1169,17,10.2515243185,14,0,1,1,0,0,0,2.2598041505,_|sculpture
1170,16,5.3554862921,20,0,0,0,1,0,0,1.3213433009,_|marathon
1171,18,9.0990155368,23,0,1,0,1,0,0,0.9499742281,_|basketball
1172,15,9.4156999403,25,0,0,1,0,0,1,0.8187866161,_|writing|synthesizer
1173,17,14.132850435,14,1,1,0,0,0,0,2.3392245128,_
1174,18,18.8127999837,9,0,0,0,1,0,0,2.682776288,_|athletic
1175,18,6.5864255497,20,1,0,1,0,0,0,1.5438374711,_|sculpture
1176,16,0.8440093716,27,0,1,1,0,0,0,0.1969011048,_|painting
1177,17,9.92590251,6,0,1,0,0,0,0,2.7486102574,_
1178,17,10.889226643,25,1,0,1,0,1,0,1.1048937877,_|painting|violin
1179,15,3.3688110226,2,0,0,1,0,0,0,2.5534398114,_|writing
1180,17,15.2092921255,1,0,1,1,0,0,1,3.2742334588,_|sculpture|singing
1181,15,19.6985821688,5,1,1,0,0,0,0,3.186060378,_
1182,17,18.9154943402,20,0,1,1,0,0,0,1.7221157502,_|dancing
1183,16,3.9421207765,8,0,0,1,1,0,0,2.3380463576,_|football|painting
1184,17,17.507264798,9,1,1,1,1,0,0,3.2739987484,_|handball|theater
1185,15,14.0898727282,3,0,1,0,0,0,0,2.9935023912,_
1186,15,9.0769312761,26,1,1,1,0,0,0,0.8963978990000001,_|painting
1187,16,10.8122198865,2,0,1,0,0,0,0,2.9610552588,_
1188,17,16.9920034996,8,0,0,1,0,0,0,2.6743510955,_|dancing
1189,17,9.6026987928,23,0,0,1,1,0,0,1.2178731513,_|softball|writing
1190,16,7.4641473821,21,1,1,0,0,0,0,1.3655911103,_
1191,17,9.8649498605,16,0,0,0,0,0,1,1.5222748447,_|violin
1192,17,11.5825960807,13,1,1,0,0,0,0,2.2314023974,_
1193,15,3.7815530756,9,0,0,1,0,0,0,2.1352663549,_|painting
1194,17,18.0181546053,12,0,0,0,0,0,0,2.255698915,_
1195,17,13.4837389766,11,1,0,1,0,1,0,2.7511457876,_|theater|harp
1196,16,12.6653783467,26,0,1,1,1,0,0,0.8976341586000001,_|criket|theater
1197,16,1.9899245236,0,0,0,1,0,0,1,3.1173544348,_|drawing|violin
1198,18,12.0834787635,27,0,1,1,0,1,0,1.2875951313,_|drawing|violin
1199,15,2.4192132448,21,0,0,0,0,0,0,0.571053098,_
1200,17,1.5739535039,28,0,1,1,0,0,0,0.5813557995,_|writing
1201,17,10.5462179128,18,0,0,0,0,1,0,1.6434624041,_|cello
1202,18,8.0557106809,18,0,0,0,0,0,0,1.2348440408,_
1203,17,11.7762054031,5,0,1,0,1,0,1,2.9680936196000003,_|handball|bass
1204,15,1.7844433611,12,0,0,1,0,0,0,2.0092984797,_|dancing
1205,18,8.6196612569,18,0,0,1,0,0,0,1.1460860341,_|writing
1206,15,3.4957343009,12,1,1,0,0,0,0,2.1923631979,_
1207,18,19.7420017185,26,1,0,1,0,0,0,0.9457308733,_|dancing
1208,18,11.2230042487,25,0,0,1,0,0,0,0.5672500285000001,_|drawing
1209,16,13.7487372188,21,0,0,0,0,0,0,0.9707643471,_
1210,15,6.5083656137,20,1,0,1,0,1,1,1.6560601255,_|writing|tuba|singing
1211,17,1.8947782956,3,0,0,0,0,1,0,2.8393132492,_|singing
1212,17,19.5174172557,23,0,0,0,0,1,1,0.1898180599,_|cello|saxophone
1213,15,5.7251807077,1,0,1,1,0,0,0,3.258294685,_|sculpture
1214,17,8.4761637035,14,1,0,0,0,0,0,1.9200558527,_
1215,17,12.9972784341,11,0,1,0,0,0,0,2.0217714944,_
1216,15,0.4939459537,29,1,0,1,0,0,0,0.1259330746,_|writing
1217,18,16.2051826103,26,1,0,1,0,0,0,1.2870134124,_|sculpture
1218,15,10.7315638006,6,0,0,1,0,1,0,2.5914267032,_|theater|synthesizer
1219,18,5.5643437414,19,1,1,0,0,0,0,1.4633796485,_
1220,17,1.2321597058,17,0,1,0,0,0,0,1.4655493864,_
1221,17,3.2499683095,22,0,1,1,1,0,1,1.7104668377,_|softball|writing|drum
1222,17,17.9006771771,12,0,0,0,1,0,1,2.2885056853,_|marathon|drum
1223,16,13.7204844787,16,0,1,0,0,1,0,1.9609688487,_|tuba
1224,18,4.9980344327,3,0,1,0,0,0,0,2.6216233263,_
1225,16,1.3120152989,24,0,0,1,0,0,0,0.7683163860000001,_|writing
1226,16,13.8123062477,13,0,0,0,0,1,0,1.8064063454,_|trumpet
1227,15,11.4481545194,19,0,0,0,0,0,0,0.8818663531,_
1228,16,8.0903904892,27,0,1,0,1,0,0,0.8170682207000001,_|handball
1229,15,7.2722289838,12,1,0,0,0,0,0,1.4461325277,_
1230,15,4.3362855186,2,0,1,0,1,0,0,3.3390943622,_|boxing
1231,16,13.3922251308,25,0,0,0,0,0,0,0.8196254779000001,_
1232,18,19.4133605559,25,0,0,0,0,0,0,0.6768179731,_
1233,18,3.5143049167,17,0,0,0,1,0,1,1.3895448745,_|tennis|cello
1234,18,11.9423324003,13,0,0,0,1,0,1,1.991508414,_|fencing|clarinet
1235,18,8.4837011149,14,0,0,0,1,0,0,1.6398675504,_|marathon
1236,18,8.9337744349,2,0,0,0,1,0,0,2.5117430206,_|tennis
1237,16,5.0829456026,0,0,1,0,0,1,0,2.9839199496,_|saxophone
1238,16,16.5026975132,25,1,0,0,0,1,0,1.2586548544,_|cello
1239,17,9.7051120829,23,1,0,0,0,0,0,1.4179299274,_
1240,18,10.868117044,16,0,0,1,0,1,0,1.5970165724,_|drawing|saxophone
1241,16,6.0952182559,2,1,0,0,1,0,0,3.0886998682,_|rugby
1242,17,3.6361693133,13,0,0,1,1,0,0,1.6413414428,_|hockey|writing
1243,18,1.7182077641,2,0,0,0,1,0,0,2.5868706563,_|athletic
1244,15,14.2823828185,12,1,0,0,0,0,0,2.3890326452,_
1245,17,3.9246856338,14,0,0,1,0,0,0,1.8981464003,_|dancing
1246,16,13.8015070838,17,0,1,0,1,0,0,2.110487975,_|handball
1247,15,7.8075289209,13,0,0,0,0,0,0,1.7002735894,_
1248,15,8.3154960198,20,0,0,1,0,0,0,1.0444999951,_|dancing
1249,15,9.3835499219,25,0,0,0,1,0,0,1.1941661338,_|rugby
1250,17,7.3541701626,2,0,0,0,0,1,0,2.6491368282,_|synthesizer
1251,16,2.0123995445,18,0,1,0,1,0,0,1.2341413889,_|fencing
1252,15,6.1926362001,7,0,0,1,0,0,0,2.1274088659,_|painting
1253,18,13.2746872139,3,1,0,1,0,0,0,2.9138876491000003,_|painting
1254,15,13.3156880294,3,0,1,0,0,0,1,3.1193939132,_|violin
1255,15,5.7244861448,18,1,0,0,0,0,0,1.0363787383,_
1256,17,9.2020525312,10,0,1,1,0,0,1,2.403284547,_|sculpture|drum
1257,17,3.8689445602,0,1,1,0,0,0,0,3.1565080639,_
1258,16,4.2074416306,7,1,0,0,1,1,0,2.7234718587,_|handball|clarinet
1259,18,0.4609417681,14,0,0,1,1,0,0,1.5309511463,_|athletic|sculpture
1260,17,17.9349309982,0,0,0,0,0,0,0,3.4685813491,_
1261,15,4.2141333015,6,0,0,1,0,0,0,2.3020320443,_|theater
1262,16,4.5506775387000005,20,1,0,1,0,0,0,1.2656779092,_|writing
1263,15,5.5920286529,19,0,0,1,1,0,1,1.4796022277,_|fencing|dancing|cello
1264,15,2.5481614339,19,0,1,0,0,1,1,1.4450767192,_|tuba|bass
1265,17,12.7852576636,23,0,0,0,0,0,0,0.8094338104000001,_
1266,16,1.5028590636,10,1,1,0,0,0,0,2.15023327,_
1267,18,2.6840485265,26,0,1,0,0,0,0,0.5591437155,_
1268,18,12.8951345318,28,0,1,0,0,0,0,0.5807884852,_
1269,17,6.7932124096,13,0,0,0,1,1,1,1.602089196,_|tennis|tuba|clarinnete
1270,17,14.158956534,21,1,0,0,1,0,0,1.0027983636,_|hockey
1271,16,11.1484948934,15,0,1,0,0,0,0,1.6630634532,_
1272,18,5.1204234612,13,0,1,0,0,0,1,1.5315464597,_|bass
1273,18,13.0165590098,11,0,1,0,0,0,0,2.205842147,_
1274,18,2.3254736059,16,0,1,0,0,0,1,1.155338561,_|saxophone
1275,15,10.7282076616,13,1,0,0,0,0,0,2.1537583399,_
1276,18,8.7429621009,9,0,0,1,0,0,1,2.5927866863,_|sculpture|tuba
1277,15,5.3574716563,23,0,0,1,1,0,0,0.9123305071,_|softball|sculpture
1278,16,12.0800999548,28,1,1,0,0,0,0,0.6956309335,_
1279,15,17.4266718468,13,1,0,0,0,0,0,2.1396198914,_
1280,16,19.9780939953,17,0,1,0,0,0,0,1.5504493309,_
1281,18,12.1552553749,21,0,1,0,0,0,1,1.5475367004,_|tuba
1282,18,8.0941174866,8,1,1,0,0,1,0,2.9665480343,_|cello
1283,16,4.5041420043,16,0,0,1,0,0,1,1.633679371,_|dancing|saxophone
1284,17,5.1419217879,5,1,0,0,0,0,0,2.3325403195,_
1285,16,9.589099563,7,1,1,1,1,1,0,3.2702623094,_|basketball|theater|clarinet
1286,17,7.3455540256,25,0,0,0,0,0,0,0.3464705926,_
1287,15,18.2762904525,12,1,0,0,0,0,0,1.8949043363,_
1288,15,7.3659093531,17,0,0,0,0,0,0,1.4567426011,_
1289,15,7.4688918229,4,0,0,1,0,0,0,2.5537231513,_|drawing
1290,18,7.6706902487,5,0,0,0,0,0,0,2.2241974612,_
1291,15,16.7324042074,20,1,1,0,1,1,0,1.8476004181,_|swimming|drum
1292,17,13.0157664169,18,0,1,1,0,0,0,1.8497607071,_|sculpture
1293,15,12.2833770064,3,0,1,0,0,1,0,3.2687942156,_|singing
1294,16,6.6828604477,6,1,0,0,0,0,1,2.5465166372,_|cello
1295,16,16.3580835366,3,0,1,0,0,0,0,3.1012292205,_
1296,18,0.7672772271,24,0,1,0,0,1,0,0.655954078,_|synthesizer
1297,16,17.4159434468,10,1,1,0,1,0,0,3.0885123056,_|handball
1298,17,10.2549979959,11,1,1,0,0,0,0,1.9925598055,_
1299,15,7.9650046973,13,1,1,0,1,0,0,2.6052474455,_|fencing
1300,18,9.9433456144,12,1,0,0,0,0,0,1.7339724542,_
1301,15,13.3483106107,28,0,1,1,0,0,0,1.1138487879,_|theater
1302,15,0.2553085304,9,0,0,1,0,0,0,1.6492502517,_|theater
1303,17,17.4310371292,17,0,0,0,0,0,0,1.3375549802,_
1304,16,8.9347905062,15,0,1,0,0,0,0,1.9846599186,_
1305,16,6.8593303940000006,4,0,0,0,1,1,0,3.060881656,_|softball|singing
1306,15,2.7649113127,7,1,0,0,0,0,0,2.3928973584,_
1307,18,8.7893074872,13,0,1,0,0,0,0,2.0837969901,_
1308,16,9.9264554257,4,0,1,0,1,0,1,3.6457380488,_|criket|saxophone
1309,18,8.0729338899,25,0,0,1,0,0,0,0.3222860816,_|theater
1310,16,13.5732018765,27,0,1,0,1,0,0,1.1295143344,_|criket
1311,18,8.4179305752,23,0,0,1,0,0,0,0.6307569439,_|theater
1312,17,19.2283515569,7,0,0,0,0,1,1,3.1572296388,_|bass|cello
1313,18,11.9855503565,24,0,0,0,0,0,0,0.6800877875,_
1314,17,16.149558713,25,0,0,0,0,0,0,0.7963598479,_
1315,17,2.1871180622,5,1,0,0,1,0,0,2.8440392149,_|football
1316,18,7.9458258589,15,1,0,0,1,0,0,1.2534518542,_|tennis
1317,17,6.7369540289,27,0,1,0,0,0,0,0.5345088805,_
1318,15,11.3896477627,3,1,1,1,0,0,0,3.1910461182,_|dancing
1319,17,17.2222704012,11,0,1,0,0,1,0,2.8154212753000003,_|saxophone
1320,16,1.5667643552,10,0,1,0,0,0,0,2.1571223033,_
1321,18,1.4514959609,2,0,0,1,0,0,0,2.7238280604,_|painting
1322,15,17.0063541632,11,0,1,1,0,0,0,2.6276939056,_|dancing
1323,18,4.2570017208,29,1,1,1,1,0,0,0.9124156208,_|fencing|painting
1324,16,13.375065089,4,0,0,0,0,0,0,2.6096230818,_
1325,16,10.8575626472,5,1,0,0,1,0,0,2.9819922554,_|softball
1326,16,16.6578718977,18,0,1,0,0,0,0,1.6250827737,_
1327,17,2.5017781967,17,0,1,0,1,0,0,1.3616984179,_|handball
1328,17,2.5956593145,15,1,1,0,0,0,0,1.9169618961,_
1329,18,11.1363672056,22,0,0,0,0,0,0,1.0112531946,_
1330,18,18.9275730672,10,0,0,1,1,0,0,2.3321590405,_|softball|theater
1331,15,8.2999551674,4,0,0,1,1,1,0,3.3879383478,_|handball|sculpture|clarinnete
1332,15,6.5388420051,8,0,1,0,1,0,0,2.3846907914,_|basketball
1333,18,12.133786464,2,0,0,0,0,0,0,2.7808169956,_
1334,17,18.6089720109,29,0,0,0,1,0,1,0.5348357535,_|athletic|synthesizer
1335,16,16.7385566569,7,0,0,0,0,0,0,2.5422143488,_
1336,18,19.9096722147,5,0,1,0,0,0,0,3.0071290674,_
1337,15,0.451371664,3,0,0,1,0,0,0,2.9858098144,_|painting
1338,17,2.2571628943,11,0,0,0,1,0,0,1.9493060573,_|tennis
1339,18,12.1893552673,11,0,1,0,0,0,0,2.1478451964,_
1340,18,16.4115287867,24,0,1,0,0,0,1,1.1757680252,_|tuba
1341,17,5.7048868461,20,0,0,1,0,0,0,1.4003632541,_|dancing
1342,18,4.7842217607,15,0,0,1,0,1,0,1.7555440233,_|painting|trombone
1343,17,15.7395159876,9,0,1,1,0,1,0,2.9000962392,_|drawing|drum
1344,16,1.1276370771,21,0,0,0,0,0,0,1.0334594907,_
1345,17,7.3876529517,13,0,1,0,0,0,1,1.9077423634,_|guitar
1346,17,10.1161844518,12,0,1,0,0,0,0,1.8809092898,_
1347,17,11.206973487,8,0,0,0,1,1,0,2.6149503539,_|marathon|trumpet
1348,18,14.5723031359,6,0,1,1,0,1,0,3.1071355936,_|painting|trumpet
1349,18,7.0969144686,11,0,1,0,0,0,0,1.3864645615,_
1350,17,12.2536868935,4,0,0,0,0,0,0,2.8337600718,_
1351,18,11.7075084558,17,0,0,0,0,1,0,1.0861513974,_|clarinnete
1352,15,10.9523220131,3,0,1,0,0,0,0,2.87403736,_
1353,15,12.8096658628,1,0,0,0,1,0,0,2.8956713047,_|athletic
1354,18,5.1889834214,2,1,1,0,0,0,0,3.1813076023,_
1355,18,1.6929750717,25,0,1,0,0,0,0,0.4712831088,_
1356,17,2.3854334408,11,1,0,0,0,0,0,2.211379528,_
1357,16,4.4916476531,2,1,1,1,1,0,0,3.3752522552,_|hockey|drawing
1358,18,10.0039587105,3,0,1,0,1,0,0,3.2038581908,_|rugby
